CET,Max_TemperatureC,Mean_TemperatureC,Min_TemperatureC,Dew_PointC,MeanDew_PointC,Min_DewpointC,Max_Humidity,Mean_Humidity,Min_Humidity,Max_Sea_Level_Pressure,Mean_Sea_Level_Pressure,Min_Sea_Level_Pressure,Max_Wind_SpeedKm/h,Mean_Wind_SpeedKm/h,Precipitationmm,Events,Year,day_of_year,ordinal
1997-01-02,7.0,3.0,0.0,6.0,3.0,0.0,100.0,92.0,71.0,1007,1003,997,26,8,0.0,Rain,1997,2,729026
1997-01-03,5.0,3.0,2.0,5.0,1.0,-1.0,100.0,85.0,70.0,1005,999,996,27,19,0.0,Rain-Snow,1997,3,729027
1997-01-05,2.0,0.0,-1.0,2.0,0.0,-3.0,100.0,95.0,86.0,1012,1008,1005,14,6,0.0,Snow,1997,5,729029
1997-01-07,2.0,0.0,-2.0,1.0,-1.0,-3.0,100.0,93.0,75.0,1016,1014,1009,6,2,0.0,Snow,1997,7,729031
1997-01-08,8.0,4.0,1.0,7.0,4.0,1.0,100.0,96.0,87.0,1015,1005,1003,26,8,0.0,Rain,1997,8,729032
1997-01-11,16.0,10.0,5.0,10.0,7.0,5.0,100.0,90.0,67.0,1024,1022,1021,11,2,0.0,Fog,1997,11,729035
1997-01-13,15.0,9.0,4.0,9.0,4.0,-1.0,100.0,75.0,38.0,1022,1021,1019,11,2,0.0,Fog,1997,13,729037
1997-01-15,11.0,8.0,5.0,7.0,5.0,4.0,100.0,83.0,62.0,1021,1019,1018,10,3,0.0,Rain,1997,15,729039
1997-01-17,13.0,9.0,5.0,9.0,5.0,1.0,100.0,78.0,47.0,1022,1018,1015,27,13,0.0,Rain,1997,17,729041
1997-01-18,6.0,3.0,2.0,6.0,4.0,2.0,100.0,98.0,93.0,1022,1019,1015,8,2,0.0,Rain,1997,18,729042
1997-01-19,9.0,7.0,6.0,7.0,6.0,5.0,100.0,97.0,87.0,1015,1011,1004,14,8,0.0,Rain,1997,19,729043
1997-01-20,9.0,7.0,5.0,9.0,7.0,5.0,100.0,100.0,100.0,1008,1005,1003,13,5,0.0,Rain,1997,20,729044
1997-01-22,13.0,8.0,3.0,8.0,5.0,3.0,100.0,85.0,58.0,1018,1016,1015,11,3,0.0,Rain,1997,22,729046
1997-01-23,12.0,10.0,9.0,10.0,9.0,9.0,100.0,96.0,82.0,1018,1014,1013,10,5,0.0,Rain,1997,23,729047
1997-01-24,13.0,10.0,7.0,9.0,8.0,7.0,100.0,90.0,67.0,1025,1021,1018,11,6,0.0,Rain,1997,24,729048
1997-01-27,15.0,8.0,2.0,8.0,6.0,2.0,100.0,84.0,55.0,1028,1027,1026,10,2,0.0,Fog,1997,27,729051
1997-02-01,12.0,9.0,6.0,9.0,7.0,6.0,100.0,95.0,77.0,1029,1028,1027,8,0,0.0,Fog,1997,32,729056
1997-02-02,13.0,9.0,5.0,9.0,7.0,5.0,100.0,93.0,72.0,1028,1026,1025,10,0,0.0,Fog-Rain,1997,33,729057
1997-02-03,13.0,10.0,7.0,9.0,6.0,1.0,100.0,76.0,47.0,1026,1025,1024,10,3,0.0,Fog-Rain,1997,34,729058
1997-02-12,18.0,10.0,3.0,9.0,6.0,3.0,100.0,78.0,52.0,1033,1030,1027,29,10,0.0,Fog,1997,43,729067
1997-02-23,17.0,12.0,7.0,12.0,8.0,5.0,100.0,79.0,52.0,1026,1023,1021,26,6,0.0,Fog-Rain,1997,54,729078
1997-04-07,21.0,16.0,12.0,13.0,9.0,6.0,94.0,72.0,43.0,1016,1015,1014,34,8,0.0,Rain,1997,97,729121
1997-04-17,22.0,17.0,12.0,13.0,11.0,7.0,100.0,72.0,40.0,1011,1009,1006,26,10,0.0,Rain-Thunderstorm,1997,107,729131
1997-04-18,18.0,14.0,11.0,12.0,10.0,7.0,100.0,78.0,49.0,1010,1008,1006,27,6,0.0,Rain,1997,108,729132
1997-04-19,17.0,14.0,12.0,14.0,13.0,11.0,100.0,93.0,82.0,1008,1004,1002,21,14,0.0,Rain,1997,109,729133
1997-04-20,17.0,14.0,12.0,13.0,12.0,10.0,100.0,87.0,63.0,1003,999,997,14,8,0.0,Rain,1997,110,729134
1997-04-21,20.0,15.0,10.0,10.0,7.0,2.0,94.0,64.0,37.0,1005,1001,999,23,13,0.0,Rain,1997,111,729135
1997-04-25,18.0,14.0,11.0,12.0,10.0,7.0,88.0,71.0,55.0,1023,1021,1020,10,3,0.0,Rain,1997,115,729139
1997-05-13,20.0,17.0,14.0,14.0,12.0,10.0,100.0,79.0,68.0,1018,1016,1015,21,6,0.0,Rain-Thunderstorm,1997,133,729157
1997-05-14,22.0,16.0,11.0,13.0,11.0,9.0,100.0,77.0,43.0,1017,1015,1014,19,8,0.0,Rain-Thunderstorm,1997,134,729158
1997-05-15,24.0,17.0,10.0,12.0,11.0,7.0,100.0,74.0,38.0,1016,1013,1010,26,3,0.0,Rain-Thunderstorm,1997,135,729159
1997-05-16,19.0,16.0,12.0,13.0,11.0,7.0,100.0,76.0,52.0,1013,1012,1010,23,6,0.0,Rain-Thunderstorm,1997,136,729160
1997-05-17,18.0,14.0,11.0,11.0,8.0,5.0,100.0,69.0,42.0,1016,1014,1013,21,11,0.0,Rain,1997,137,729161
1997-05-19,20.0,16.0,12.0,12.0,9.0,7.0,94.0,66.0,46.0,1014,1012,1010,34,16,0.0,Rain,1997,139,729163
1997-05-25,18.0,16.0,13.0,15.0,13.0,11.0,100.0,85.0,68.0,1015,1013,1011,24,11,0.0,Rain,1997,145,729169
1997-05-26,22.0,17.0,13.0,15.0,13.0,11.0,94.0,78.0,56.0,1017,1016,1015,11,3,0.0,Rain,1997,146,729170
1997-05-30,27.0,21.0,15.0,15.0,13.0,11.0,88.0,59.0,41.0,1019,1016,1012,21,8,0.0,Rain-Thunderstorm,1997,150,729174
1997-05-31,22.0,17.0,13.0,13.0,12.0,8.0,94.0,76.0,43.0,1015,1013,1010,26,10,0.0,Rain-Thunderstorm,1997,151,729175
1997-06-01,22.0,18.0,14.0,15.0,11.0,9.0,88.0,66.0,49.0,1010,1009,1007,35,11,0.0,Rain,1997,152,729176
1997-06-04,19.0,17.0,14.0,14.0,12.0,10.0,94.0,74.0,64.0,1012,1010,1006,29,8,0.0,Rain,1997,155,729179
1997-06-05,20.0,16.0,12.0,15.0,11.0,9.0,94.0,79.0,56.0,1012,1009,1008,26,14,0.0,Rain,1997,156,729180
1997-07-02,22.0,18.0,15.0,15.0,11.0,7.0,94.0,69.0,43.0,1016,1012,1010,23,10,0.0,Rain,1997,183,729207
1997-08-25,25.0,22.0,19.0,18.0,14.0,12.0,94.0,66.0,47.0,1015,1014,1013,27,11,0.0,Rain-Thunderstorm,1997,237,729261
1997-09-25,27.0,20.0,14.0,15.0,11.0,8.0,94.0,61.0,32.0,1021,1019,1018,21,6,0.0,Rain-Thunderstorm,1997,268,729292
1997-10-25,23.0,16.0,8.0,18.0,9.0,7.0,100.0,71.0,38.0,1021,1019,1018,11,3,0.0,Rain,1997,298,729322
1997-10-27,19.0,16.0,13.0,15.0,13.0,12.0,100.0,86.0,68.0,1019,1016,1014,23,5,0.0,Rain,1997,300,729324
1997-10-28,19.0,16.0,13.0,14.0,11.0,5.0,88.0,75.0,52.0,1019,1015,1014,29,18,0.0,Rain,1997,301,729325
1997-11-02,12.0,10.0,8.0,11.0,9.0,6.0,100.0,92.0,82.0,1017,1014,1011,11,6,0.0,Rain,1997,306,729330
1997-11-03,19.0,14.0,11.0,15.0,11.0,8.0,100.0,85.0,52.0,1011,1008,1006,23,8,0.0,Rain,1997,307,729331
1997-11-04,18.0,16.0,13.0,13.0,9.0,6.0,94.0,74.0,49.0,1013,1010,1007,24,14,0.0,Rain,1997,308,729332
1997-11-05,16.0,13.0,11.0,14.0,12.0,8.0,100.0,91.0,72.0,1012,1004,993,26,11,0.0,Rain,1997,309,729333
1997-11-07,13.0,10.0,7.0,10.0,8.0,5.0,100.0,88.0,72.0,1008,1005,1003,19,11,0.0,Rain,1997,311,729335
1997-11-09,15.0,12.0,9.0,10.0,7.0,4.0,93.0,74.0,48.0,1016,1014,1010,27,16,0.0,Rain,1997,313,729337
1997-11-13,9.0,7.0,5.0,8.0,7.0,3.0,100.0,93.0,81.0,1015,1011,1008,11,8,0.0,Rain,1997,317,729341
1997-11-14,14.0,10.0,6.0,9.0,7.0,3.0,100.0,89.0,67.0,1021,1017,1012,11,3,0.0,Fog,1997,318,729342
1997-11-15,13.0,9.0,6.0,8.0,7.0,5.0,100.0,90.0,72.0,1023,1022,1021,10,2,0.0,Fog,1997,319,729343
1997-11-16,13.0,8.0,4.0,9.0,7.0,4.0,100.0,93.0,72.0,1022,1021,1020,11,3,0.0,Fog,1997,320,729344
1997-11-17,10.0,8.0,7.0,8.0,8.0,7.0,100.0,93.0,87.0,1021,1018,1013,10,3,0.0,Fog,1997,321,729345
1997-11-18,14.0,11.0,8.0,11.0,8.0,4.0,94.0,88.0,58.0,1013,1011,1009,14,6,0.0,Fog-Rain,1997,322,729346
1997-11-21,13.0,10.0,7.0,8.0,6.0,4.0,93.0,82.0,54.0,1013,1010,1007,23,5,0.0,Rain,1997,325,729349
1997-11-22,12.0,8.0,5.0,5.0,1.0,-2.0,93.0,64.0,41.0,1021,1015,1008,23,6,0.0,Rain,1997,326,729350
1997-11-24,8.0,4.0,2.0,7.0,4.0,2.0,100.0,93.0,87.0,1017,1011,1007,11,5,0.0,Rain,1997,328,729352
1997-11-25,10.0,8.0,7.0,8.0,7.0,6.0,93.0,91.0,82.0,1010,1004,998,37,8,0.0,Rain,1997,329,729353
1997-11-26,13.0,10.0,7.0,9.0,7.0,5.0,100.0,84.0,67.0,1012,1004,998,8,5,0.0,Rain,1997,330,729354
1997-11-27,13.0,8.0,3.0,6.0,4.0,2.0,100.0,82.0,62.0,1019,1016,1012,13,5,0.0,Fog,1997,331,729355
1997-11-28,11.0,9.0,7.0,9.0,7.0,5.0,94.0,88.0,82.0,1020,1019,1018,11,5,0.0,Rain,1997,332,729356
1997-11-29,14.0,9.0,5.0,8.0,5.0,3.0,100.0,75.0,48.0,1021,1020,1018,29,13,0.0,Fog,1997,333,729357
1997-12-04,6.0,2.0,-1.0,1.0,-2.0,-5.0,100.0,72.0,46.0,1010,1007,1005,39,13,0.0,Rain-Snow,1997,338,729362
1997-12-07,7.0,2.0,-3.0,2.0,-1.0,-4.0,100.0,83.0,57.0,1024,1023,1021,10,3,0.0,Rain,1997,341,729365
1997-12-08,7.0,6.0,4.0,7.0,5.0,3.0,100.0,96.0,93.0,1022,1020,1018,3,2,0.0,Fog-Rain,1997,342,729366
1997-12-09,7.0,6.0,6.0,7.0,5.0,4.0,100.0,91.0,81.0,1024,1022,1019,19,2,0.0,Fog,1997,343,729367
1997-12-10,9.0,7.0,5.0,6.0,5.0,4.0,100.0,89.0,76.0,1028,1025,1024,6,2,0.0,Fog,1997,344,729368
1997-12-11,10.0,8.0,7.0,8.0,7.0,6.0,100.0,92.0,87.0,1028,1026,1025,6,2,0.0,Fog,1997,345,729369
1997-12-12,12.0,9.0,6.0,10.0,7.0,0.0,100.0,83.0,61.0,1028,1024,1022,19,5,0.0,Fog-Rain,1997,346,729370
1997-12-16,10.0,6.0,2.0,8.0,4.0,1.0,100.0,94.0,87.0,1006,1000,997,19,8,0.0,Rain,1997,350,729374
1997-12-19,11.0,9.0,7.0,6.0,5.0,5.0,87.0,79.0,71.0,1007,1004,1001,29,14,0.0,Rain,1997,353,729377
1997-12-21,10.0,8.0,6.0,8.0,6.0,3.0,93.0,87.0,76.0,1020,1017,1016,24,11,0.0,Rain,1997,355,729379
1997-12-22,12.0,10.0,8.0,10.0,7.0,4.0,100.0,85.0,58.0,1019,1014,1011,39,6,0.0,Rain,1997,356,729380
1997-12-25,9.0,7.0,5.0,6.0,4.0,4.0,100.0,88.0,71.0,1032,1030,1028,11,5,0.0,Fog-Rain,1997,359,729383
1997-12-26,13.0,9.0,6.0,7.0,2.0,-3.0,100.0,71.0,35.0,1028,1025,1023,37,11,0.0,Fog-Rain,1997,360,729384
1997-12-29,9.0,7.0,6.0,7.0,6.0,4.0,100.0,92.0,87.0,1015,1013,1011,10,5,0.0,Fog,1997,363,729387
1997-12-30,12.0,9.0,7.0,8.0,7.0,7.0,100.0,86.0,72.0,1013,1012,1011,8,5,0.0,Fog,1997,364,729388
1998-01-05,14.0,10.0,6.0,9.0,6.0,2.0,100.0,79.0,47.0,1025,1023,1022,13,6,0.0,Fog,1998,5,729394
1998-01-06,8.0,4.0,2.0,4.0,3.0,1.0,100.0,89.0,66.0,1028,1026,1025,11,5,0.0,Fog,1998,6,729395
1998-01-08,15.0,8.0,2.0,6.0,3.0,1.0,100.0,78.0,42.0,1031,1029,1028,10,6,0.0,Fog,1998,8,729397
1998-01-12,12.0,9.0,7.0,7.0,6.0,4.0,93.0,81.0,67.0,1022,1017,1012,37,10,0.0,Rain,1998,12,729401
1998-01-16,12.0,6.0,1.0,7.0,4.0,0.0,100.0,89.0,67.0,1030,1027,1018,13,5,0.0,Fog,1998,16,729405
1998-01-17,12.0,6.0,-1.0,2.0,1.0,-1.0,100.0,80.0,44.0,1031,1029,1026,10,2,0.0,Fog,1998,17,729406
1998-01-24,10.0,6.0,2.0,4.0,2.0,0.0,100.0,81.0,54.0,1016,1015,1013,21,10,0.0,Rain,1998,24,729413
1998-01-26,6.0,3.0,0.0,3.0,1.0,-4.0,100.0,88.0,65.0,1016,1014,1012,27,8,0.0,Rain-Snow,1998,26,729415
1998-01-27,9.0,4.0,1.0,7.0,3.0,1.0,100.0,85.0,66.0,1014,1010,1008,26,10,0.0,Rain,1998,27,729416
1998-01-28,11.0,8.0,5.0,4.0,3.0,2.0,87.0,72.0,58.0,1009,1007,1005,23,11,0.0,Rain,1998,28,729417
1998-01-29,9.0,7.0,4.0,6.0,4.0,3.0,100.0,89.0,71.0,1015,1012,1007,11,5,0.0,Rain,1998,29,729418
1998-01-30,11.0,6.0,0.0,5.0,2.0,0.0,100.0,82.0,58.0,1015,1011,1007,13,5,0.0,Fog,1998,30,729419
1998-01-31,10.0,8.0,6.0,6.0,4.0,3.0,93.0,79.0,71.0,1007,1005,1003,10,3,0.0,Rain,1998,31,729420
1998-02-02,11.0,9.0,7.0,9.0,7.0,5.0,100.0,93.0,87.0,1008,1003,1001,11,3,0.0,Rain,1998,33,729422
1998-02-03,12.0,9.0,7.0,8.0,7.0,6.0,100.0,91.0,72.0,1002,1001,1000,8,3,0.0,Fog-Rain,1998,34,729423
1998-02-04,12.0,9.0,7.0,8.0,6.0,5.0,93.0,82.0,62.0,1013,1006,1002,14,6,0.0,Rain,1998,35,729424
1998-02-09,8.0,4.0,1.0,6.0,3.0,-1.0,100.0,87.0,76.0,1028,1026,1025,16,6,0.0,Rain,1998,40,729429
1998-02-21,13.0,8.0,4.0,9.0,7.0,4.0,100.0,84.0,71.0,1027,1024,1023,26,10,0.0,Rain,1998,52,729441
1998-03-11,16.0,10.0,4.0,4.0,2.0,-2.0,93.0,60.0,41.0,1025,1022,1019,34,13,0.0,Rain,1998,70,729459
1998-03-28,20.0,16.0,11.0,14.0,10.0,3.0,88.0,70.0,39.0,1017,1014,1011,14,5,0.0,Rain,1998,87,729476
1998-03-29,16.0,13.0,11.0,11.0,10.0,7.0,100.0,88.0,55.0,1012,1010,1009,23,13,0.0,Rain,1998,88,729477
1998-03-30,19.0,14.0,11.0,11.0,8.0,4.0,100.0,69.0,37.0,1018,1015,1012,23,6,0.0,Fog,1998,89,729478
1998-03-31,16.0,10.0,5.0,9.0,6.0,4.0,93.0,75.0,51.0,1019,1017,1016,24,8,0.0,Rain,1998,90,729479
1998-04-01,17.0,10.0,4.0,8.0,6.0,3.0,100.0,74.0,48.0,1022,1020,1019,26,8,0.0,Fog,1998,91,729480
1998-04-05,15.0,11.0,7.0,6.0,2.0,-1.0,87.0,59.0,34.0,1018,1014,1011,32,19,0.0,Rain,1998,95,729484
1998-04-07,17.0,13.0,10.0,10.0,2.0,-3.0,94.0,54.0,26.0,1012,1011,1008,34,18,0.0,Rain,1998,97,729486
1998-04-09,12.0,9.0,6.0,5.0,1.0,-2.0,87.0,59.0,47.0,1011,1005,1001,35,18,0.0,Rain,1998,99,729488
1998-04-11,10.0,6.0,1.0,2.0,-2.0,-5.0,87.0,63.0,35.0,1015,1009,1007,29,14,0.0,Rain,1998,101,729490
1998-04-14,12.0,7.0,2.0,6.0,1.0,-2.0,93.0,67.0,43.0,1013,1007,1003,23,10,0.0,Rain,1998,104,729493
1998-04-15,13.0,9.0,5.0,6.0,4.0,1.0,93.0,73.0,51.0,1010,1005,1001,27,16,0.0,Rain,1998,105,729494
1998-04-22,17.0,13.0,9.0,10.0,6.0,0.0,94.0,64.0,41.0,1015,1012,1011,29,10,0.0,Rain,1998,112,729501
1998-04-23,22.0,13.0,6.0,10.0,7.0,4.0,100.0,68.0,33.0,1024,1020,1010,13,3,0.0,Fog,1998,113,729502
1998-04-28,17.0,11.0,6.0,10.0,6.0,0.0,87.0,63.0,47.0,1014,1012,1009,37,18,0.0,Rain,1998,118,729507
1998-04-29,16.0,13.0,10.0,11.0,5.0,0.0,100.0,63.0,39.0,1009,1005,1003,35,19,0.0,Rain,1998,119,729508
1998-05-01,15.0,9.0,3.0,6.0,4.0,1.0,100.0,73.0,41.0,1012,1010,1009,19,8,0.0,Rain,1998,121,729510
1998-05-02,16.0,11.0,7.0,7.0,4.0,2.0,87.0,62.0,42.0,1013,1012,1010,27,8,0.0,Rain,1998,122,729511
1998-05-03,15.0,11.0,7.0,7.0,4.0,2.0,93.0,67.0,44.0,1013,1011,1009,19,8,0.0,Rain,1998,123,729512
1998-05-11,18.0,14.0,11.0,11.0,9.0,7.0,100.0,73.0,52.0,1016,1015,1012,23,13,0.0,Rain-Thunderstorm,1998,131,729520
1998-05-13,20.0,15.0,10.0,12.0,9.0,8.0,94.0,76.0,49.0,1018,1017,1016,14,5,0.0,Rain,1998,133,729522
1998-05-14,18.0,14.0,10.0,13.0,11.0,9.0,100.0,81.0,59.0,1018,1016,1015,13,5,0.0,Rain,1998,134,729523
1998-05-15,24.0,17.0,11.0,14.0,12.0,9.0,100.0,78.0,38.0,1019,1017,1015,16,8,0.0,Rain-Thunderstorm,1998,135,729524
1998-05-16,24.0,17.0,10.0,13.0,10.0,8.0,100.0,70.0,36.0,1018,1017,1015,13,3,0.0,Fog-Thunderstorm,1998,136,729525
1998-05-19,23.0,18.0,14.0,14.0,12.0,10.0,94.0,72.0,50.0,1020,1019,1017,21,8,0.0,Rain-Thunderstorm,1998,139,729528
1998-05-20,23.0,17.0,11.0,13.0,11.0,8.0,100.0,70.0,41.0,1019,1017,1015,19,5,0.0,Thunderstorm,1998,140,729529
1998-05-21,23.0,17.0,11.0,14.0,10.0,7.0,94.0,66.0,36.0,1019,1018,1016,19,6,0.0,Rain-Thunderstorm,1998,141,729530
1998-05-22,23.0,17.0,12.0,13.0,9.0,8.0,88.0,62.0,38.0,1020,1019,1016,29,6,0.0,Rain-Thunderstorm,1998,142,729531
1998-05-23,24.0,18.0,13.0,13.0,10.0,7.0,94.0,66.0,36.0,1019,1016,1012,24,6,0.0,Rain-Thunderstorm,1998,143,729532
1998-05-24,19.0,16.0,13.0,13.0,11.0,9.0,88.0,80.0,59.0,1015,1013,1012,26,5,0.0,Rain-Thunderstorm,1998,144,729533
1998-05-25,22.0,16.0,11.0,12.0,8.0,6.0,94.0,63.0,38.0,1014,1013,1011,19,6,0.0,Rain-Thunderstorm,1998,145,729534
1998-05-26,22.0,16.0,9.0,12.0,9.0,6.0,100.0,67.0,38.0,1013,1012,1010,23,6,0.0,Thunderstorm,1998,146,729535
1998-05-27,21.0,16.0,12.0,12.0,9.0,6.0,94.0,70.0,40.0,1012,1009,1007,32,14,0.0,Rain-Thunderstorm,1998,147,729536
1998-05-29,16.0,13.0,11.0,13.0,9.0,3.0,94.0,76.0,48.0,1013,1012,1010,27,13,0.0,Rain,1998,149,729538
1998-05-30,16.0,12.0,9.0,12.0,6.0,2.0,100.0,66.0,42.0,1019,1012,1009,26,18,0.0,Rain,1998,150,729539
1998-05-31,19.0,13.0,8.0,11.0,6.0,4.0,93.0,61.0,37.0,1016,1015,1014,19,11,0.0,Rain,1998,151,729540
1998-06-01,23.0,18.0,13.0,13.0,11.0,8.0,100.0,71.0,38.0,1015,1014,1012,27,10,0.0,Rain,1998,152,729541
1998-06-03,25.0,17.0,9.0,11.0,9.0,7.0,93.0,59.0,36.0,1016,1014,1012,14,6,0.0,Thunderstorm,1998,154,729543
1998-06-04,24.0,19.0,15.0,15.0,13.0,9.0,88.0,67.0,41.0,1015,1014,1011,14,3,0.0,Thunderstorm,1998,155,729544
1998-06-05,23.0,18.0,14.0,16.0,13.0,9.0,94.0,75.0,47.0,1015,1012,1010,34,11,0.0,Rain-Thunderstorm,1998,156,729545
1998-07-01,26.0,22.0,18.0,19.0,13.0,8.0,88.0,58.0,36.0,1012,1011,1010,40,16,0.0,Rain-Thunderstorm,1998,182,729571
1998-09-22,20.0,18.0,15.0,16.0,15.0,10.0,94.0,88.0,52.0,1020,1019,1017,14,8,0.0,Rain,1998,265,729654
1998-09-23,22.0,18.0,15.0,16.0,14.0,13.0,94.0,82.0,57.0,1018,1017,1016,19,6,0.0,Fog,1998,266,729655
1998-09-24,21.0,18.0,15.0,16.0,14.0,12.0,94.0,80.0,60.0,1017,1015,1013,19,6,0.0,Rain-Thunderstorm,1998,267,729656
1998-09-25,20.0,17.0,14.0,16.0,14.0,13.0,94.0,82.0,64.0,1013,1010,1006,32,11,0.0,Rain-Thunderstorm,1998,268,729657
1998-09-26,19.0,14.0,11.0,14.0,12.0,9.0,94.0,79.0,60.0,1013,1009,1008,29,18,0.0,Rain,1998,269,729658
1998-09-28,19.0,17.0,14.0,17.0,14.0,11.0,94.0,86.0,64.0,1017,1014,1013,14,8,0.0,Rain,1998,271,729660
1998-09-29,22.0,18.0,14.0,18.0,15.0,13.0,94.0,83.0,64.0,1016,1013,1010,37,13,0.0,Rain,1998,272,729661
1998-10-04,17.0,14.0,13.0,15.0,12.0,9.0,94.0,83.0,63.0,1012,1008,1005,14,5,0.0,Rain,1998,277,729666
1998-10-05,15.0,12.0,10.0,13.0,10.0,7.0,94.0,84.0,67.0,1009,1006,1004,19,13,0.0,Rain,1998,278,729667
1998-10-09,16.0,12.0,8.0,8.0,6.0,3.0,93.0,71.0,51.0,1025,1024,1023,21,8,0.0,Rain,1998,282,729671
1998-11-04,15.0,13.0,11.0,12.0,9.0,3.0,94.0,81.0,54.0,1015,1010,1006,29,14,0.0,Rain,1998,308,729697
1998-11-10,22.0,14.0,7.0,13.0,10.0,6.0,94.0,82.0,53.0,1029,1027,1025,8,2,0.0,Fog,1998,314,729703
1998-11-23,9.0,4.0,0.0,4.0,-1.0,-5.0,87.0,74.0,54.0,1020,1017,1015,24,6,0.0,Rain,1998,327,729716
1998-12-10,11.0,4.0,-2.0,5.0,0.0,-4.0,93.0,76.0,54.0,1032,1030,1028,11,5,0.0,Rain,1998,344,729733
1998-12-11,10.0,8.0,5.0,9.0,6.0,3.0,100.0,94.0,87.0,1030,1028,1027,10,3,0.0,Fog-Rain,1998,345,729734
1998-12-20,14.0,6.0,-3.0,5.0,0.0,-3.0,100.0,74.0,50.0,1022,1016,1012,48,11,0.0,Rain,1998,354,729743
1998-12-29,10.0,4.0,-1.0,7.0,2.0,-3.0,93.0,83.0,71.0,1016,1012,1008,24,6,0.0,Rain,1998,363,729752
1998-12-30,10.0,8.0,7.0,7.0,6.0,5.0,93.0,89.0,82.0,1010,1008,1007,27,18,0.0,Rain,1998,364,729753
1998-12-31,7.0,4.0,3.0,5.0,3.0,1.0,93.0,84.0,70.0,1010,1004,994,39,14,0.0,Rain,1998,365,729754
1999-01-01,9.0,6.0,2.0,3.0,2.0,0.0,100.0,81.0,54.0,1016,1006,995,24,14,0.0,Rain,1999,1,729755
1999-01-02,8.0,3.0,-1.0,4.0,2.0,-1.0,100.0,89.0,71.0,1026,1021,1017,19,5,0.0,Fog,1999,2,729756
1999-01-03,6.0,3.0,1.0,4.0,3.0,1.0,100.0,93.0,81.0,1030,1028,1026,8,3,0.0,Fog,1999,3,729757
1999-01-08,13.0,6.0,-2.0,6.0,2.0,-2.0,100.0,89.0,58.0,1024,1021,1018,11,3,0.0,Fog,1999,8,729762
1999-01-09,11.0,6.0,1.0,8.0,4.0,-1.0,100.0,91.0,70.0,1018,1007,997,47,10,0.0,Fog-Rain,1999,9,729763
1999-01-10,8.0,3.0,-1.0,2.0,-2.0,-5.0,93.0,64.0,43.0,1009,1005,998,39,18,0.0,Rain,1999,10,729764
1999-01-17,10.0,6.0,2.0,7.0,3.0,-3.0,100.0,77.0,49.0,1019,1014,1011,29,13,0.0,Rain,1999,17,729771
1999-01-22,11.0,8.0,6.0,7.0,5.0,4.0,87.0,83.0,67.0,1019,1018,1017,23,8,0.0,Rain,1999,22,729776
1999-01-23,13.0,8.0,3.0,5.0,4.0,1.0,93.0,78.0,51.0,1025,1022,1019,11,6,0.0,Rain,1999,23,729777
1999-01-26,10.0,5.0,0.0,5.0,3.0,0.0,100.0,94.0,71.0,1031,1028,1026,13,3,0.0,Fog,1999,26,729780
1999-02-09,8.0,3.0,-1.0,6.0,2.0,-2.0,100.0,84.0,70.0,1016,1010,1006,34,8,0.0,Rain,1999,40,729794
1999-02-24,15.0,9.0,4.0,7.0,4.0,2.0,93.0,70.0,42.0,1022,1014,1008,27,8,0.0,Rain-Thunderstorm,1999,55,729809
1999-02-25,10.0,8.0,5.0,8.0,6.0,3.0,100.0,87.0,71.0,1018,1013,1008,23,8,0.0,Rain,1999,56,729810
1999-02-27,11.0,8.0,6.0,8.0,6.0,1.0,100.0,86.0,66.0,1018,1014,1012,19,8,0.0,Rain,1999,58,729812
1999-03-03,14.0,8.0,2.0,8.0,3.0,0.0,93.0,71.0,54.0,1020,1012,1006,47,11,0.0,Rain,1999,62,729816
1999-03-11,18.0,12.0,7.0,9.0,6.0,3.0,100.0,72.0,37.0,1011,1009,1005,34,8,0.0,Rain-Hail-Thunderstorm,1999,70,729824
1999-03-13,16.0,11.0,7.0,8.0,6.0,4.0,93.0,70.0,45.0,1014,1012,1011,14,8,0.0,Rain,1999,72,729826
1999-03-14,16.0,12.0,8.0,7.0,7.0,5.0,87.0,71.0,48.0,1018,1016,1015,21,11,0.0,Rain,1999,73,729827
1999-03-24,10.0,7.0,3.0,8.0,4.0,-1.0,100.0,78.0,50.0,1013,1009,1006,16,8,0.0,Rain,1999,83,729837
1999-03-25,14.0,9.0,5.0,9.0,6.0,1.0,100.0,79.0,47.0,1008,1006,1006,35,13,0.0,Rain,1999,84,729838
1999-04-01,16.0,12.0,8.0,8.0,3.0,0.0,87.0,57.0,34.0,1017,1013,1010,34,14,0.0,Rain,1999,91,729845
1999-04-15,13.0,8.0,4.0,5.0,0.0,-5.0,87.0,60.0,33.0,1012,1007,1002,29,19,0.0,Rain,1999,105,729859
1999-04-16,12.0,6.0,-1.0,7.0,0.0,-5.0,93.0,68.0,35.0,1012,1009,1005,39,13,0.0,Rain,1999,106,729860
1999-04-26,16.0,12.0,8.0,8.0,4.0,0.0,87.0,61.0,34.0,1013,1011,1008,29,8,0.0,Rain-Thunderstorm,1999,116,729870
1999-04-27,15.0,11.0,8.0,8.0,6.0,2.0,93.0,79.0,44.0,1010,1008,1007,29,8,0.0,Rain-Thunderstorm,1999,117,729871
1999-04-28,16.0,12.0,8.0,9.0,7.0,4.0,100.0,81.0,58.0,1009,1006,1003,29,10,0.0,Rain,1999,118,729872
1999-04-29,15.0,12.0,9.0,10.0,8.0,5.0,100.0,78.0,55.0,1014,1009,1006,24,11,0.0,Rain-Thunderstorm,1999,119,729873
