CET,Max_TemperatureC,Mean_TemperatureC,Min_TemperatureC,Dew_PointC,MeanDew_PointC,Min_DewpointC,Max_Humidity,Mean_Humidity,Min_Humidity,Max_Sea_Level_Pressure,Mean_Sea_Level_Pressure,Min_Sea_Level_Pressure,Max_Wind_SpeedKm/h,Mean_Wind_SpeedKm/h,Precipitationmm,Events,Year,day_of_year,ordinal
2002-02-27,13.0,6.0,-1.0,8.0,4.0,-1.0,100.0,81.0,54.0,1022,1020,1018,21,8,0.0,Fog,2002,58,730908
2002-03-01,11.0,8.0,5.0,7.0,4.0,0.0,93.0,74.0,54.0,1010,1007,1005,26,11,0.0,Rain,2002,60,730910
2002-03-03,6.0,3.0,0.0,4.0,0.0,-3.0,100.0,81.0,61.0,1015,1013,1011,21,8,0.0,Rain,2002,62,730912
2002-03-04,9.0,7.0,4.0,5.0,3.0,3.0,100.0,85.0,66.0,1013,1010,1008,19,5,0.0,Rain,2002,63,730913
2002-03-13,13.0,10.0,7.0,7.0,4.0,3.0,87.0,70.0,58.0,1009,1007,1005,35,14,0.0,Rain,2002,72,730922
2002-03-14,11.0,8.0,6.0,7.0,6.0,4.0,93.0,84.0,71.0,1010,1006,1005,50,19,0.0,Rain-Thunderstorm,2002,73,730923
2002-03-15,13.0,9.0,6.0,8.0,6.0,3.0,100.0,83.0,51.0,1014,1012,1010,24,13,0.0,Rain,2002,74,730924
2002-03-16,10.0,8.0,6.0,8.0,7.0,5.0,100.0,90.0,76.0,1014,1011,1009,11,5,0.0,Rain,2002,75,730925
2002-03-17,9.0,4.0,1.0,7.0,4.0,1.0,100.0,89.0,71.0,1019,1017,1014,23,8,0.0,Fog-Rain,2002,76,730926
2002-03-20,21.0,13.0,7.0,11.0,9.0,6.0,100.0,81.0,43.0,1031,1029,1028,10,3,0.0,Fog,2002,79,730929
2002-04-03,11.0,8.0,6.0,8.0,1.0,-3.0,93.0,62.0,41.0,1012,1007,1005,37,16,0.0,Rain,2002,93,730943
2002-04-05,15.0,7.0,-1.0,10.0,2.0,-2.0,94.0,72.0,48.0,1012,1008,1003,19,6,0.0,Rain,2002,95,730945
2002-04-06,11.0,9.0,7.0,10.0,6.0,4.0,100.0,83.0,67.0,1002,1001,999,27,14,0.0,Rain,2002,96,730946
2002-04-07,14.0,9.0,4.0,6.0,4.0,2.0,93.0,76.0,47.0,1007,1004,1001,50,10,0.0,Rain-Thunderstorm,2002,97,730947
2002-05-05,15.0,10.0,6.0,8.0,4.0,-1.0,93.0,68.0,44.0,1020,1018,1016,21,5,0.0,Rain-Thunderstorm,2002,125,730975
2002-05-06,10.0,7.0,4.0,8.0,5.0,2.0,93.0,83.0,71.0,1017,1014,1011,14,10,0.0,Rain,2002,126,730976
2002-05-07,11.0,8.0,6.0,8.0,6.0,5.0,100.0,83.0,71.0,1012,1008,1007,24,11,0.0,Rain,2002,127,730977
2002-05-08,10.0,8.0,7.0,9.0,8.0,6.0,100.0,93.0,82.0,1008,1007,1005,14,6,0.0,Rain,2002,128,730978
2002-05-09,16.0,12.0,9.0,10.0,8.0,6.0,94.0,81.0,59.0,1014,1010,1008,24,6,0.0,Rain,2002,129,730979
2002-05-22,20.0,17.0,12.0,13.0,7.0,3.0,88.0,55.0,35.0,1011,1006,1005,37,19,0.0,Rain,2002,142,730992
2002-06-06,16.0,13.0,10.0,11.0,6.0,2.0,100.0,65.0,39.0,1015,1011,1010,29,13,0.0,Rain,2002,157,731007
2002-06-07,21.0,13.0,6.0,12.0,7.0,5.0,100.0,67.0,40.0,1017,1015,1013,27,11,0.0,Rain,2002,158,731008
2002-07-01,25.0,19.0,14.0,14.0,12.0,10.0,100.0,70.0,39.0,1019,1016,1014,13,6,0.0,Rain,2002,182,731032
2002-08-27,24.0,18.0,13.0,12.0,9.0,5.0,88.0,59.0,31.0,1021,1019,1018,27,10,0.0,Rain,2002,239,731089
2002-09-09,22.0,18.0,14.0,14.0,8.0,1.0,94.0,60.0,25.0,1020,1016,1012,21,11,0.0,Rain,2002,252,731102
2002-09-16,23.0,20.0,17.0,18.0,15.0,13.0,94.0,76.0,53.0,1015,1014,1012,26,11,0.0,Rain,2002,259,731109
2002-09-17,24.0,20.0,17.0,16.0,14.0,13.0,94.0,77.0,53.0,1015,1013,1011,26,10,0.0,Rain,2002,260,731110
2002-09-18,24.0,20.0,16.0,16.0,14.0,12.0,94.0,73.0,47.0,1016,1013,1012,27,14,0.0,Rain,2002,261,731111
2002-09-20,26.0,20.0,15.0,17.0,13.0,12.0,94.0,70.0,42.0,1020,1018,1017,16,6,0.0,Rain-Thunderstorm,2002,263,731113
2002-09-22,22.0,18.0,14.0,15.0,13.0,10.0,100.0,76.0,46.0,1017,1014,1012,19,8,0.0,Rain,2002,265,731115
2002-09-30,25.0,19.0,13.0,16.0,12.0,8.0,88.0,65.0,44.0,1024,1022,1020,35,5,0.0,Rain-Thunderstorm,2002,273,731123
2002-10-01,20.0,17.0,14.0,15.0,13.0,10.0,100.0,84.0,60.0,1022,1021,1020,16,8,0.0,Rain,2002,274,731124
2002-10-02,18.0,16.0,13.0,14.0,13.0,12.0,100.0,87.0,68.0,1024,1022,1020,13,3,0.0,Rain,2002,275,731125
2002-10-03,23.0,17.0,11.0,14.0,12.0,10.0,100.0,77.0,44.0,1027,1025,1023,8,3,0.0,Fog,2002,276,731126
2002-10-08,18.0,14.0,11.0,14.0,12.0,10.0,100.0,84.0,68.0,1013,1010,1005,23,6,0.0,Rain-Thunderstorm,2002,281,731131
2002-10-09,18.0,13.0,9.0,14.0,9.0,3.0,100.0,76.0,48.0,1005,1002,1000,37,13,0.0,Rain,2002,282,731132
2002-10-10,14.0,10.0,7.0,7.0,5.0,4.0,93.0,72.0,51.0,1013,1007,1004,21,10,0.0,Rain,2002,283,731133
2002-10-20,17.0,12.0,8.0,14.0,10.0,6.0,93.0,79.0,63.0,1019,1014,1011,13,6,0.0,Rain,2002,293,731143
2002-10-21,18.0,16.0,13.0,14.0,12.0,9.0,100.0,82.0,56.0,1012,1010,1009,45,18,0.0,Rain,2002,294,731144
2002-10-26,17.0,13.0,9.0,13.0,11.0,9.0,100.0,93.0,68.0,1029,1028,1026,6,2,0.0,Fog,2002,299,731149
2002-10-27,21.0,13.0,6.0,14.0,9.0,6.0,100.0,89.0,53.0,1031,1029,1028,10,5,0.0,Fog,2002,300,731150
2002-10-31,18.0,13.0,8.0,11.0,8.0,5.0,100.0,78.0,42.0,1023,1021,1018,16,5,0.0,Fog,2002,304,731154
2002-11-01,16.0,10.0,5.0,10.0,8.0,4.0,100.0,89.0,67.0,1027,1025,1023,10,5,0.0,Fog,2002,305,731155
2002-11-02,13.0,10.0,8.0,12.0,10.0,7.0,100.0,94.0,82.0,1028,1026,1025,8,3,0.0,Fog,2002,306,731156
2002-11-03,20.0,16.0,12.0,14.0,12.0,8.0,100.0,86.0,59.0,1025,1023,1022,19,5,0.0,Rain,2002,307,731157
2002-11-04,18.0,12.0,7.0,11.0,7.0,3.0,100.0,75.0,40.0,1025,1024,1022,23,6,0.0,Fog,2002,308,731158
2002-11-11,16.0,10.0,4.0,10.0,8.0,3.0,100.0,83.0,59.0,1021,1019,1018,14,5,0.0,Fog,2002,315,731165
2002-11-13,14.0,11.0,9.0,9.0,7.0,5.0,93.0,79.0,55.0,1015,1007,998,48,16,0.0,Rain,2002,317,731167
2002-11-16,8.0,7.0,5.0,6.0,5.0,3.0,100.0,89.0,81.0,1007,1001,997,27,8,0.0,Rain,2002,320,731170
2002-11-17,12.0,8.0,5.0,6.0,5.0,3.0,100.0,85.0,66.0,1018,1013,1007,14,5,0.0,Rain,2002,321,731171
2002-11-18,10.0,7.0,3.0,8.0,6.0,3.0,100.0,92.0,76.0,1019,1017,1015,14,3,0.0,Fog-Rain,2002,322,731172
2002-11-19,12.0,10.0,8.0,10.0,8.0,6.0,100.0,91.0,82.0,1015,1009,1005,29,11,0.0,Rain,2002,323,731173
2002-11-21,12.0,9.0,6.0,8.0,6.0,4.0,100.0,85.0,67.0,1010,1005,1001,32,13,0.0,Rain,2002,325,731175
2002-11-22,11.0,8.0,6.0,9.0,7.0,5.0,100.0,89.0,76.0,1011,1009,1007,26,14,0.0,Rain,2002,326,731176
2002-11-23,12.0,9.0,7.0,9.0,7.0,4.0,100.0,85.0,58.0,1008,1007,1005,26,14,0.0,Rain,2002,327,731177
2002-11-24,9.0,7.0,5.0,8.0,6.0,5.0,100.0,93.0,81.0,1008,1001,997,26,6,0.0,Rain,2002,328,731178
2002-11-26,7.0,3.0,1.0,5.0,3.0,0.0,100.0,93.0,81.0,1018,1016,1012,11,3,0.0,Fog,2002,330,731180
2002-11-27,10.0,8.0,5.0,9.0,7.0,4.0,100.0,97.0,87.0,1019,1017,1016,10,5,0.0,Fog,2002,331,731181
2002-11-28,14.0,11.0,9.0,11.0,6.0,0.0,100.0,74.0,44.0,1024,1019,1016,29,10,0.0,Fog-Rain,2002,332,731182
2002-11-29,10.0,8.0,5.0,8.0,4.0,1.0,93.0,79.0,58.0,1027,1025,1024,24,13,0.0,Rain,2002,333,731183
2002-12-02,12.0,7.0,3.0,9.0,4.0,1.0,100.0,74.0,47.0,1021,1018,1016,24,10,0.0,Fog,2002,336,731186
2002-12-09,7.0,3.0,0.0,5.0,2.0,0.0,100.0,90.0,76.0,1015,1012,1007,11,5,0.0,Rain,2002,343,731193
2002-12-10,10.0,7.0,4.0,6.0,6.0,4.0,100.0,88.0,71.0,1008,1007,1005,29,13,0.0,Rain,2002,344,731194
2002-12-11,10.0,8.0,5.0,6.0,6.0,4.0,100.0,87.0,66.0,1016,1012,1008,19,11,0.0,Rain,2002,345,731195
2002-12-14,12.0,9.0,6.0,9.0,7.0,5.0,100.0,87.0,67.0,1022,1017,1013,32,11,0.0,Rain,2002,348,731198
2002-12-17,13.0,9.0,6.0,13.0,8.0,5.0,100.0,96.0,87.0,1020,1017,1015,14,6,0.0,Rain,2002,351,731201
2002-12-18,14.0,13.0,12.0,13.0,12.0,11.0,100.0,93.0,88.0,1019,1017,1016,14,8,0.0,Rain,2002,352,731202
2002-12-19,13.0,11.0,10.0,12.0,11.0,10.0,100.0,96.0,88.0,1021,1019,1018,10,5,0.0,Fog-Rain,2002,353,731203
2002-12-21,10.0,8.0,6.0,8.0,7.0,5.0,100.0,94.0,82.0,1027,1026,1025,11,3,0.0,Fog,2002,355,731205
2002-12-23,12.0,6.0,1.0,7.0,4.0,1.0,100.0,89.0,67.0,1021,1018,1017,13,5,0.0,Fog,2002,357,731207
2002-12-24,11.0,8.0,5.0,10.0,8.0,5.0,100.0,94.0,76.0,1022,1021,1019,19,6,0.0,Rain,2002,358,731208
2002-12-30,10.0,7.0,3.0,7.0,4.0,2.0,100.0,88.0,62.0,1022,1019,1016,26,8,0.0,Rain,2002,364,731214
2003-01-02,12.0,11.0,10.0,11.0,10.0,9.0,100.0,96.0,88.0,1022,1018,1016,34,11,0.0,Fog-Rain,2003,2,731217
2003-01-05,8.0,4.0,1.0,8.0,3.0,0.0,100.0,93.0,71.0,1016,1009,1000,34,5,0.0,Fog-Rain,2003,5,731220
2003-01-07,6.0,3.0,0.0,5.0,2.0,-1.0,100.0,90.0,65.0,1015,1011,1007,19,10,0.0,Rain,2003,7,731222
2003-01-08,9.0,7.0,4.0,5.0,2.0,-2.0,100.0,75.0,50.0,1009,1007,1006,26,11,0.0,Rain-Thunderstorm,2003,8,731223
2003-01-09,8.0,4.0,2.0,3.0,1.0,-4.0,93.0,79.0,53.0,1009,1006,1002,32,19,0.0,Rain,2003,9,731224
2003-01-18,4.0,1.0,-2.0,3.0,0.0,-3.0,100.0,95.0,87.0,1027,1025,1020,10,3,0.0,Fog,2003,18,731233
2003-01-19,10.0,7.0,3.0,5.0,2.0,-2.0,100.0,76.0,43.0,1023,1019,1015,40,13,0.0,Fog-Rain,2003,19,731234
2003-01-20,9.0,6.0,2.0,7.0,4.0,1.0,100.0,86.0,76.0,1021,1015,1005,34,14,0.0,Rain,2003,20,731235
2003-01-22,8.0,7.0,5.0,7.0,6.0,4.0,100.0,89.0,81.0,1017,1013,1010,26,18,0.0,Rain,2003,22,731237
2003-02-07,8.0,4.0,2.0,4.0,2.0,0.0,93.0,84.0,66.0,1021,1020,1019,10,5,0.0,Rain,2003,38,731253
2003-02-12,11.0,8.0,6.0,7.0,4.0,1.0,100.0,79.0,58.0,1022,1021,1018,14,5,0.0,Rain,2003,43,731258
2003-02-19,7.0,3.0,-1.0,5.0,1.0,-2.0,100.0,88.0,66.0,1013,1005,1003,21,8,0.0,Rain,2003,50,731265
2003-02-20,8.0,6.0,2.0,3.0,2.0,0.0,93.0,80.0,62.0,1012,1008,1003,23,13,0.0,Rain,2003,51,731266
2003-02-22,8.0,7.0,6.0,7.0,4.0,1.0,100.0,87.0,62.0,1022,1018,1015,16,10,0.0,Rain,2003,53,731268
2003-02-24,11.0,9.0,8.0,7.0,6.0,4.0,87.0,77.0,71.0,1022,1016,1011,45,16,0.0,Rain,2003,55,731270
2003-02-26,9.0,7.0,5.0,6.0,4.0,1.0,100.0,83.0,58.0,1008,1007,1006,24,10,0.0,Rain,2003,57,731272
2003-02-27,13.0,9.0,5.0,5.0,2.0,0.0,100.0,71.0,44.0,1026,1015,1007,26,11,0.0,Rain,2003,58,731273
2003-02-28,12.0,7.0,2.0,8.0,4.0,1.0,100.0,90.0,62.0,1030,1028,1026,10,3,0.0,Fog,2003,59,731274
2003-03-01,13.0,7.0,1.0,8.0,5.0,1.0,100.0,88.0,67.0,1029,1027,1025,21,6,0.0,Fog,2003,60,731275
2003-03-05,19.0,12.0,5.0,9.0,7.0,3.0,100.0,75.0,42.0,1021,1017,1014,27,8,0.0,Rain-Thunderstorm,2003,64,731279
2003-03-26,17.0,13.0,9.0,10.0,8.0,5.0,94.0,77.0,52.0,1018,1016,1014,24,6,0.0,Rain,2003,85,731300
2003-03-27,12.0,10.0,9.0,11.0,9.0,9.0,100.0,93.0,88.0,1015,1012,1010,29,14,0.0,Rain,2003,86,731301
2003-03-28,15.0,12.0,9.0,9.0,7.0,6.0,100.0,75.0,55.0,1013,1011,1009,26,14,0.0,Rain,2003,87,731302
2003-03-29,17.0,11.0,5.0,9.0,7.0,4.0,100.0,73.0,42.0,1013,1011,1008,19,5,0.0,Rain,2003,88,731303
2003-03-30,13.0,11.0,10.0,11.0,9.0,8.0,100.0,87.0,77.0,1012,1008,1005,32,19,0.0,Rain,2003,89,731304
2003-04-11,13.0,10.0,8.0,7.0,4.0,0.0,87.0,65.0,41.0,1015,1011,1009,29,21,0.0,Rain,2003,101,731316
2003-04-12,11.0,9.0,8.0,9.0,6.0,1.0,94.0,79.0,50.0,1018,1017,1015,21,13,0.0,Rain,2003,102,731317
2003-04-13,22.0,14.0,7.0,12.0,9.0,6.0,100.0,75.0,35.0,1017,1010,1003,35,13,0.0,Rain-Thunderstorm,2003,103,731318
2003-04-14,14.0,11.0,9.0,11.0,8.0,7.0,94.0,86.0,63.0,1010,1007,1005,24,16,0.0,Rain-Thunderstorm,2003,104,731319
2003-04-15,17.0,12.0,7.0,9.0,7.0,5.0,100.0,80.0,52.0,1014,1011,1010,24,8,0.0,Rain,2003,105,731320
2003-04-16,18.0,13.0,8.0,8.0,6.0,4.0,87.0,66.0,45.0,1021,1017,1014,19,13,0.0,Rain,2003,106,731321
2003-04-19,13.0,11.0,9.0,10.0,9.0,6.0,100.0,86.0,72.0,1013,1007,1004,34,11,0.0,Rain,2003,109,731324
2003-04-22,16.0,11.0,7.0,8.0,7.0,4.0,93.0,76.0,54.0,1012,1010,1009,26,8,0.0,Rain,2003,112,731327
2003-04-26,20.0,17.0,13.0,13.0,9.0,6.0,94.0,64.0,40.0,1021,1017,1014,21,10,0.0,Rain,2003,116,731331
2003-05-06,13.0,10.0,7.0,9.0,4.0,2.0,88.0,67.0,51.0,1015,1014,1012,34,16,0.0,Rain,2003,126,731341
2003-05-07,17.0,11.0,6.0,10.0,6.0,3.0,93.0,72.0,48.0,1017,1013,1011,27,14,0.0,Rain,2003,127,731342
2003-05-08,18.0,14.0,10.0,11.0,9.0,8.0,94.0,79.0,55.0,1023,1019,1016,16,10,0.0,Rain,2003,128,731343
2003-05-11,26.0,18.0,11.0,12.0,10.0,5.0,94.0,59.0,26.0,1020,1019,1017,16,5,0.0,Thunderstorm,2003,131,731346
2003-09-30,20.0,17.0,14.0,16.0,13.0,9.0,100.0,80.0,49.0,1013,1009,1005,24,8,0.0,Rain,2003,273,731488
2003-10-01,22.0,18.0,14.0,15.0,13.0,10.0,100.0,82.0,46.0,1013,1008,1005,34,16,0.0,Rain,2003,274,731489
2003-10-02,19.0,16.0,13.0,15.0,12.0,9.0,100.0,82.0,56.0,1016,1013,1011,34,11,0.0,Rain,2003,275,731490
2003-10-03,20.0,17.0,13.0,15.0,11.0,8.0,100.0,74.0,49.0,1019,1017,1016,23,11,0.0,Rain,2003,276,731491
2003-10-12,19.0,17.0,14.0,16.0,13.0,9.0,94.0,84.0,52.0,1020,1019,1018,16,8,0.0,Rain,2003,285,731500
2003-10-13,20.0,17.0,14.0,14.0,13.0,12.0,100.0,85.0,64.0,1019,1017,1015,6,3,0.0,Rain,2003,286,731501
2003-10-14,20.0,17.0,13.0,13.0,12.0,9.0,94.0,79.0,52.0,1017,1015,1014,10,5,0.0,Rain-Thunderstorm,2003,287,731502
2003-10-16,18.0,14.0,11.0,12.0,11.0,10.0,94.0,85.0,64.0,1015,1014,1013,37,5,0.0,Rain-Thunderstorm,2003,289,731504
2003-10-17,16.0,13.0,10.0,11.0,10.0,9.0,100.0,85.0,63.0,1014,1012,1009,10,5,0.0,Rain,2003,290,731505
2003-10-18,17.0,13.0,10.0,11.0,10.0,9.0,100.0,82.0,59.0,1011,1010,1009,16,5,0.0,Fog,2003,291,731506
2003-10-19,16.0,13.0,12.0,13.0,11.0,9.0,100.0,84.0,67.0,1009,1004,1003,34,14,0.0,Rain,2003,292,731507
2003-10-22,17.0,12.0,8.0,9.0,6.0,0.0,93.0,70.0,36.0,1012,1011,1009,24,6,0.0,Fog,2003,295,731510
2003-10-25,10.0,8.0,5.0,7.0,1.0,-5.0,100.0,68.0,46.0,1017,1016,1014,16,13,0.0,Rain,2003,298,731513
2003-10-26,13.0,10.0,7.0,10.0,8.0,6.0,100.0,88.0,72.0,1014,1011,1008,14,8,0.0,Rain,2003,299,731514
2003-10-27,15.0,11.0,8.0,10.0,8.0,7.0,100.0,85.0,63.0,1013,1011,1010,14,6,0.0,Rain,2003,300,731515
2003-10-28,15.0,12.0,10.0,11.0,9.0,8.0,100.0,88.0,72.0,1014,1013,1011,29,11,0.0,Rain-Thunderstorm,2003,301,731516
2003-11-09,15.0,12.0,10.0,10.0,9.0,7.0,100.0,81.0,59.0,1020,1018,1017,14,6,0.0,Rain,2003,313,731528
2003-11-10,15.0,11.0,8.0,10.0,8.0,5.0,100.0,84.0,51.0,1019,1017,1016,14,5,0.0,Rain,2003,314,731529
2003-11-12,13.0,11.0,9.0,10.0,9.0,8.0,100.0,87.0,72.0,1026,1024,1022,11,6,0.0,Rain,2003,316,731531
2003-11-14,13.0,10.0,7.0,9.0,8.0,6.0,100.0,89.0,72.0,1028,1026,1023,13,5,0.0,Fog,2003,318,731533
2003-11-15,12.0,10.0,9.0,10.0,8.0,7.0,94.0,89.0,82.0,1023,1011,1004,26,8,0.0,Rain,2003,319,731534
2003-11-16,12.0,10.0,7.0,10.0,8.0,4.0,100.0,87.0,67.0,1017,1008,1003,24,6,0.0,Rain,2003,320,731535
2003-11-22,14.0,11.0,8.0,10.0,8.0,7.0,100.0,83.0,67.0,1009,1005,1001,32,11,0.0,Rain,2003,326,731541
2003-11-23,11.0,9.0,6.0,9.0,7.0,5.0,100.0,90.0,76.0,1006,1000,997,32,14,0.0,Rain,2003,327,731542
2003-11-26,9.0,4.0,0.0,8.0,3.0,-1.0,100.0,88.0,66.0,1016,1013,1007,27,8,0.0,Rain,2003,330,731545
2003-11-30,13.0,11.0,8.0,9.0,8.0,2.0,94.0,85.0,66.0,1019,1013,1006,32,13,0.0,Rain,2003,334,731549
2003-12-04,6.0,2.0,-2.0,4.0,1.0,-3.0,100.0,89.0,70.0,1014,1011,1008,8,3,0.0,Rain,2003,338,731553
2003-12-05,10.0,6.0,2.0,6.0,3.0,1.0,93.0,79.0,71.0,1017,1014,1013,26,11,0.0,Rain,2003,339,731554
2003-12-06,11.0,6.0,2.0,7.0,5.0,1.0,100.0,88.0,71.0,1017,1015,1013,13,8,0.0,Rain,2003,340,731555
2003-12-07,10.0,8.0,5.0,7.0,5.0,4.0,93.0,84.0,66.0,1019,1016,1013,19,10,0.0,Rain,2003,341,731556
2003-12-09,8.0,6.0,4.0,6.0,5.0,3.0,100.0,91.0,81.0,1016,1010,1004,21,5,0.0,Rain,2003,343,731558
2003-12-10,11.0,6.0,2.0,5.0,1.0,-3.0,93.0,75.0,38.0,1023,1016,1007,21,8,0.0,Rain,2003,344,731559
2003-12-13,14.0,7.0,0.0,8.0,4.0,0.0,100.0,88.0,63.0,1030,1028,1027,6,3,0.0,Fog,2003,347,731562
2003-12-14,13.0,7.0,2.0,9.0,5.0,2.0,100.0,93.0,72.0,1029,1027,1025,8,3,0.0,Fog,2003,348,731563
2003-12-18,11.0,8.0,5.0,7.0,6.0,3.0,100.0,85.0,71.0,1022,1017,1015,26,8,0.0,Rain,2003,352,731567
2003-12-19,11.0,7.0,4.0,7.0,5.0,3.0,93.0,85.0,71.0,1027,1025,1022,14,8,0.0,Fog,2003,353,731568
2003-12-21,8.0,6.0,3.0,6.0,4.0,3.0,100.0,95.0,81.0,1027,1025,1023,8,3,0.0,Fog,2003,355,731570
2003-12-22,9.0,6.0,3.0,3.0,-1.0,-4.0,100.0,64.0,43.0,1031,1027,1023,53,18,0.0,Fog,2003,356,731571
2003-12-28,9.0,7.0,4.0,6.0,0.0,-3.0,87.0,64.0,46.0,1019,1013,1006,42,19,0.0,Rain,2003,362,731577
2004-02-01,12.0,9.0,7.0,9.0,8.0,6.0,100.0,92.0,82.0,1031,1030,1028,11,6,0.0,Fog,2004,32,731612
2004-02-16,10.0,7.0,3.0,4.0,3.0,-2.0,100.0,81.0,57.0,1025,1024,1022,11,5,0.0,Fog,2004,47,731627
2004-02-20,4.0,2.0,1.0,3.0,-1.0,-5.0,100.0,79.0,56.0,1004,1001,998,14,10,0.0,Rain,2004,51,731631
2004-02-21,10.0,7.0,3.0,8.0,4.0,0.0,100.0,88.0,66.0,1005,996,993,29,10,0.0,Rain,2004,52,731632
2004-02-22,8.0,3.0,-1.0,4.0,1.0,-2.0,93.0,80.0,57.0,1011,1008,1005,21,10,0.0,Rain,2004,53,731633
2004-02-24,5.0,3.0,2.0,4.0,3.0,0.0,100.0,89.0,70.0,1013,1009,1006,16,8,0.0,Rain,2004,55,731635
2004-02-25,10.0,8.0,5.0,8.0,6.0,3.0,100.0,90.0,76.0,1006,1004,1001,19,6,0.0,Rain,2004,56,731636
2004-02-26,9.0,4.0,1.0,5.0,1.0,-5.0,100.0,77.0,50.0,1007,1004,1001,27,8,0.0,Rain,2004,57,731637
2004-03-12,12.0,9.0,7.0,9.0,7.0,4.0,94.0,84.0,76.0,1015,1012,1010,27,11,0.0,Rain,2004,72,731652
2004-03-13,11.0,8.0,5.0,6.0,6.0,3.0,100.0,84.0,62.0,1023,1017,1013,16,5,0.0,Rain,2004,73,731653
2004-03-24,9.0,7.0,6.0,4.0,2.0,-2.0,87.0,67.0,50.0,1017,1014,1013,23,11,0.0,Rain,2004,84,731664
2004-03-26,9.0,4.0,0.0,2.0,-2.0,-6.0,87.0,63.0,34.0,1011,1009,1008,27,14,0.0,Rain,2004,86,731666
2004-03-27,6.0,3.0,2.0,2.0,0.0,-3.0,87.0,78.0,65.0,1011,1008,1006,24,11,0.0,Rain-Snow,2004,87,731667
2004-03-28,5.0,3.0,1.0,4.0,2.0,-1.0,93.0,89.0,81.0,1008,1007,1005,24,16,0.0,Rain-Snow,2004,88,731668
2004-03-29,8.0,7.0,5.0,6.0,4.0,3.0,93.0,86.0,81.0,1005,1003,1002,24,14,0.0,Rain,2004,89,731669
2004-03-30,10.0,8.0,6.0,7.0,6.0,5.0,100.0,87.0,76.0,1009,1004,1003,26,13,0.0,Rain,2004,90,731670
2004-03-31,12.0,9.0,6.0,6.0,4.0,1.0,93.0,74.0,47.0,1012,1011,1009,29,19,0.0,Rain,2004,91,731671
2004-04-01,10.0,8.0,6.0,6.0,4.0,4.0,87.0,81.0,76.0,1010,1008,1006,32,14,0.0,Rain,2004,92,731672
2004-04-02,11.0,7.0,4.0,5.0,3.0,2.0,93.0,77.0,62.0,1022,1014,1009,27,13,0.0,Rain,2004,93,731673
2004-04-15,19.0,11.0,3.0,8.0,2.0,-1.0,87.0,59.0,30.0,1015,1012,1007,26,6,0.0,Rain,2004,106,731686
2004-04-16,17.0,13.0,9.0,10.0,7.0,3.0,94.0,72.0,39.0,1010,1007,1006,21,5,0.0,Rain,2004,107,731687
2004-04-22,15.0,11.0,7.0,8.0,3.0,0.0,87.0,59.0,36.0,1021,1017,1014,27,16,0.0,Rain,2004,113,731693
2004-04-28,17.0,13.0,10.0,11.0,8.0,4.0,100.0,71.0,52.0,1006,1004,1002,19,6,0.0,Rain-Thunderstorm,2004,119,731699
2004-04-29,16.0,11.0,7.0,10.0,6.0,0.0,94.0,73.0,34.0,1003,1002,1000,29,6,0.0,Rain,2004,120,731700
2004-05-01,13.0,10.0,7.0,7.0,4.0,0.0,87.0,71.0,47.0,1008,1007,1006,24,18,0.0,Rain,2004,122,731702
2004-05-02,12.0,8.0,4.0,9.0,6.0,3.0,93.0,86.0,67.0,1009,1005,1002,13,6,0.0,Rain,2004,123,731703
2004-05-03,14.0,11.0,8.0,8.0,6.0,3.0,100.0,77.0,58.0,1004,1001,998,27,18,0.0,Rain,2004,124,731704
2004-05-09,16.0,10.0,5.0,7.0,3.0,-2.0,87.0,63.0,31.0,1015,1012,1010,29,10,0.0,Rain,2004,130,731710
2004-05-10,17.0,13.0,9.0,9.0,8.0,5.0,94.0,81.0,48.0,1011,1009,1008,32,6,0.0,Rain-Thunderstorm,2004,131,731711
2004-05-11,12.0,10.0,9.0,9.0,8.0,7.0,93.0,82.0,76.0,1015,1012,1010,32,16,0.0,Rain,2004,132,731712
2004-05-12,16.0,12.0,9.0,10.0,8.0,6.0,94.0,76.0,52.0,1017,1015,1014,24,10,0.0,Rain,2004,133,731713
2004-05-21,22.0,16.0,9.0,12.0,8.0,5.0,88.0,61.0,35.0,1017,1015,1012,32,6,0.0,Rain,2004,142,731722
2004-05-22,21.0,16.0,12.0,13.0,11.0,9.0,94.0,79.0,49.0,1016,1014,1012,29,5,0.0,Rain-Thunderstorm,2004,143,731723
2004-05-23,20.0,16.0,11.0,13.0,11.0,9.0,94.0,76.0,52.0,1017,1015,1014,27,6,0.0,Rain,2004,144,731724
2004-05-24,20.0,16.0,11.0,13.0,11.0,8.0,100.0,84.0,56.0,1019,1017,1016,24,5,0.0,Rain,2004,145,731725
2004-05-25,20.0,16.0,12.0,13.0,12.0,9.0,100.0,85.0,60.0,1019,1018,1017,24,5,0.0,Rain-Thunderstorm,2004,146,731726
2004-05-27,22.0,16.0,10.0,13.0,11.0,9.0,94.0,73.0,49.0,1022,1020,1019,26,5,0.0,Rain-Thunderstorm,2004,148,731728
2004-05-29,25.0,19.0,13.0,16.0,12.0,8.0,94.0,68.0,34.0,1024,1023,1021,14,5,0.0,Rain-Thunderstorm,2004,150,731730
2004-06-07,27.0,21.0,16.0,16.0,14.0,9.0,94.0,67.0,41.0,1020,1018,1014,19,6,0.0,Rain-Thunderstorm,2004,159,731739
